TweetText,SentBy,SenderLocation,SendDate
@brittswims I seriously always hated eating them with lettuce and now I don’t know how I will ever eat them without! Lol,laurenyelm,,12/8/20 18:57
"RT @Trolley_5: Who says eating your veggies has to be boring? 
Our Hard Core Herbivore Burger won't disappoint! 
Black bean patty, queso, l…",DustinMorris13,"Calgary, Alberta, Canada",12/8/20 18:57
"Come get your lettuce and mini hot dog for 45$ !!
Ridiculous. @bigjimmurray @seacoastonline @BRGR_Bar… https://t.co/3ejzBTZHGR",TheJohnsonFlop,"Portsmouth, NH",12/8/20 18:57
😭😭😭nigga shoulda sat there and ate his lettuce but no 🥸 https://t.co/KXp58R9A2Z,maccabeuss,,12/8/20 18:56
"Who says eating your veggies has to be boring? 
Our Hard Core Herbivore Burger won't disappoint! 
Black bean patty,… https://t.co/K0vpfw8gzs",Trolley_5,728 17th Avenue SW,12/8/20 18:56
RT @YoshikiAzu: Number 15: WcDonald's Foot Lettuce...The last thing you'd want in your WcDonald's McVturger is someone's foot fungus. But a…,KZashiro,,12/8/20 18:55
@smudgebap Lettuce big planet https://t.co/wX7S70Tj31,zOOpygOOpert,,12/8/20 18:55
"RT @TheRealMerb: Best ways to pretend you’re actually eating healthy:

-Lettuce on a Chipotle burrito
-Stealing your friend’s pickle
-Addin…",gosharpshooter,"Pretoria, South Africa",12/8/20 18:54
"@BootstrapCook No Tom's, just shredded iceberg lettuce, prawns, ketchup, mayo &amp; a lemon wedge",LydiaGardner1,South London,12/8/20 18:54
@TheRealMerb If you add lettuce to nachos it becomes a salad. https://t.co/D8kkOlDiiE,markgoesoutside,"Alexandria, VA",12/8/20 18:54
"cw food 
-
i hate iceberg lettuce with a passion. it is a useless excuse for a good. just drink water. you can’t ev… https://t.co/tIqTrKwxe0",sprolden,mormonville,12/8/20 18:54
@lbm87yyc @Crackmacs @dynamitedickey @DarrylJRobinson @Fitz_Michelle You can definitely eat whatever makes you happ… https://t.co/UgF6sud2Ge,emily_ptak,"Calgary, Alberta / Treaty 7",12/8/20 18:53
"@RoyaleNavy ""This is the lettuce you eat at Burger King."" Admittedly, he had shoes on.",gr1med_,not america,12/8/20 18:53
@RoyaleNavy Burger king foot lettuce. The last thing you'd want in your Burger King burger is someone's foot fungus… https://t.co/wl3Wp1XELG,gr1med_,not america,12/8/20 18:53
@pissedpant i can tolerate licorice lettuce is the worst,cameronheehee,☆IT/THEY/FAE/NYA/SHE☆,12/8/20 18:53
"@CKnightWrites Lucy, 16, found in a lettuce field. Lola 16, shelter. All cats from same rescue center. Audrey Rose… https://t.co/By2vtEHH4R",RebelPatriotPix,🌊,12/8/20 18:53
"RT @tangytown: keto mfs need to go to jail. someone on tiktok was talking abt “this is my lunch- it’s a burrito with lettuce, cheese, and s…",ChrispyThomps,,12/8/20 18:53
"RT @isayyid: HAHAHAHHAHAHAHAHAHHAHA

I wanna see 'Brexit is Brexit' clowns fight over lettuce &amp; cheese in the queues of supermarket. 

#Let…",iasayyid,,12/8/20 18:52
"Also, this is not actually a BLT bc I forgot to buy lettuce. The green is avocado and I'm okay with that.",sunshotchampagn,,12/8/20 18:51
"Best ways to pretend you’re actually eating healthy:

-Lettuce on a Chipotle burrito
-Stealing your friend’s pickle… https://t.co/Dp5NrGwRHI",TheRealMerb,HOKA ONE ONE,12/8/20 18:51
@cameronheehee hannibal buress eating lettuce gif,NlJNTJE,occ. lenni-lenape land,12/8/20 18:51
@senatemajldr Get some cash to the people. If it helps convince the Tea Party wackos call it a temporary tax cut fo… https://t.co/tV9XarVQp9,lindyaneeq,United States,12/8/20 18:50
Unexpected knock on my office door.  Was greeted by my daughter with quinoa lettuce wraps.  Beats the protein shake… https://t.co/uSh8egzoA3,MFollett_TDA,"Salt Lake City, UT",12/8/20 18:50
@maladamus @glenlg2 You can do a BST substitute spinach for the lettuce for a simple variation,ThatVDOVault,Shenandoah Valley VA USA,12/8/20 18:50
"@Akisaysstfu @Walmart @SamsClub save whatever money we can right!?? plus, i bet @SamsClub has better quality lettuce!!",_Chipz_,陽光,12/8/20 18:50
@WashWizards @MedStarHealth @russwest44 @RealDealBeal23 @nolimittb31 @Troy_Brown33 @rui_8mura why the fuck this mf gotta a lettuce head,wydorbit,The Agency,12/8/20 18:49
@snakewithknives right?? i could get a full meal at most fast food places at the same price for a head of lettuce,Gr0vNDSZ3r0,🦎🎬🥁🧦🕰🥑🖍💉🧊🦖🦋🕊💀♟🃏,12/8/20 18:49
@lettuce_lovers joining you !!!!!!!!!!,SHITL6RDVFL9WER,they / trick / it / rot,12/8/20 18:48
@cameronheehee i like lettuce,ceIIur,,12/8/20 18:48
Is that cabbage or lettuce for trangeber https://t.co/VvmcHB4GBg,PMan578_2,"New York, USA",12/8/20 18:47
"So its my day 4 of this keto thing.... so far so good... I am still very motivated... Dinner was 1 boiled egg, 3 pi… https://t.co/j55RkWnW2f",easibor,,12/8/20 18:47
RT @bmthyas: ordered a hamburger w lettuce for my sister from maccies &amp; they send a CHICKEN BURGER ???????????? @Uber_Support,ShieldVoC,"Stockholm, Sweden",12/8/20 18:45
"@hyacinthgrrl So I actually fry my flour tortillas in avocado oil. Then stuff with seasoned ground beef, lettuce, t… https://t.co/qgXJOXhlb1",MidnightGospel3,Andromeda Galaxy,12/8/20 18:44
"Online Shopping delivery updated.

Steaks
Chops
Beef 
Chicken 
Cheese (haloumi/cheddar)
Toms, spinach, mushrooms, a… https://t.co/Ku4MqTrQnT",Losingit2021,,12/8/20 18:44
i hate lettuce,cameronheehee,☆IT/THEY/FAE/NYA/SHE☆,12/8/20 18:44
@kattyoinz do you bite into lettuce,sweetcalamari,they/them 15,12/8/20 18:44
first time listening to it lettuce see https://t.co/McbshbNgcI,ohkayer,17 | He/Him | 🏳️‍🌈Bi,12/8/20 18:44
I love eating all the lettuce out of my salad first and saving all the toppings for the end. It’s like a mini cheat… https://t.co/pSaPC3Av9H,Jazzaefordd,,12/8/20 18:44
@_Chipz_ @Walmart @SamsClub Now. Would you please explain to me what @SamsClub's lettuce is 'bulk' means.,Akisaysstfu,A: she/her/they  Noya: He/they,12/8/20 18:43
@Akisaysstfu @Walmart @SamsClub hmmm...@Walmart is always a great choice..BUT- @SamsClub has a lot more lettuce tha… https://t.co/HnztyydGVF,_Chipz_,陽光,12/8/20 18:42
"After heavy lettuce 🥬, cucumber 🥒, meal u have to burn this vegetables and treat it like u had Mansaf 😂😂😂😂 https://t.co/85X2MBRVRI",jackdorssy,,12/8/20 18:42
RT @PaperWash: when the Subway sandwich artist is putting too much lettuce on your sub https://t.co/CvmkJKicMw,TheDevinB,,12/8/20 18:41
"RT @nigeriafarmers: 🛒SALES ALERT📢

Check out our first lettuce harvest!
Location:Ado-Ekiti.

DM : @DinmaEzeh to book yours. 

🧳Follow us fo…",EkitiTroubleMak,Lagos,12/8/20 18:41
@lettuce_lovers phewww!-,xltyc,they/them | minor ,12/8/20 18:41
"Been Fucking on Vegan that hoe got
me thinkin broccoli, she got me think lettuce i still be getting cake pull up i… https://t.co/YZFeYqMBoi",aminsito,,12/8/20 18:41
will post myself while under the effects of the devil's lettuce at 666 followers (i will not),gardenofdeIete,twitch.tv/gardenofdelete_,12/8/20 18:40
"@sofreshng Plum, Strawberry,Apple, Orange, Cabbage, Tomato, Banana, Grapes, Coconut, lettuce, pineapple, watermelon and lemon(the juices).",AramideBillion,Amrica’ feri soon,12/8/20 18:40
need to take a shower so the people on the anime zoon dont think im gross,lettuce_lovers,your ass ~ they/it/xe,12/8/20 18:40
"@sofreshng Apple
Berry
Strawberry
Orange 
Coconut
Cabbage
Carrot 
Lettuce
Banana
Grape
Plum
Tomatoes",l_teefah,"Lagos & Ogbomoso,Nigeria",12/8/20 18:39
RT @AEDevlLsLettuce: Behemoth Lettuce Standing up to cancer  @absolutiongg_ #beabsolute @Su2c https://t.co/XHJC5XNDJE,Absolutiongg_,International,12/8/20 18:39
@Sapuis1 the devils lettuce 😭,thekingsissue,dantès infernö,12/8/20 18:39
"@pineapplepleas Wild Lettuce also Known as Opium Lettuce. For good reason. While it doesn't contain any opiates, it… https://t.co/N9gInQqVDZ",goalsachieve1,Alkaline Herbs for Health 👉,12/8/20 18:39
@lettuce_lovers GOSPEL HITS DIFFERENT SOMETIMES!!!,xltyc,they/them | minor ,12/8/20 18:39
"@sofreshng Grapes
Green Apples
Red Apples
Bananas
Strawberries
Carrots
Sweet corn
Cabbage
Lettuce
Orange
Pear
Watermelon",iambigbrains,World!!!,12/8/20 18:39
Unpopular(?) opinion: Most things with lettuce would be better without lettuce.,Gramiq,Canada,12/8/20 18:38
@xltyc uhhuhuhu only like 5 of us talk so i think were good,lettuce_lovers,your ass ~ they/it/xe,12/8/20 18:38
"RT @EmirichuYT: Hihi!! We're doing a twitter giveaway for my YouTooz figure that's dropping on the 15th!
RT + follow @youtooz for a chance…",Literal_lettuce,"Missouri, USA",12/8/20 18:38
@lettuce_lovers how many people are in our groupp?!!,xltyc,they/them | minor ,12/8/20 18:38
"Jamais Vu unit's review of BE album: It is like a hamburger 🍔🍔🍔🍔. Layers of a patty, lettuce and cheese between bun… https://t.co/jxt2iZCRUc",PurpleU19665895,,12/8/20 18:37
"my taste buds have changed so much that i finally understand people who hate lettuce.

i just gagged, lol.",lightupastark,Pigfarts | He/Him,12/8/20 18:37
@luckystuck Rene I'm actually on my knees begging you to have some fucking nutrients please JUST ONE LETTUCE LEAF 🙏🙏🙏,LOSERCLUBCALS,She/they|14|ugw:25|cw:49|5'0,12/8/20 18:37
"@Akisaysstfu @Walmart ah yes, they have such great service and some really good lettuce 😁.",_Chipz_,陽光,12/8/20 18:37
"My weedman: I’m getting lunch at Frick Park Market
Me: bet this me making your uh turkey sandwich uh lettuce tomato bitch",topaquemusic,DMV,12/8/20 18:37
"@DavidLammy Labour has as much power as a wet lettuce @DavidLammy . Keep ranting the UK doesn’t care, you carry on… https://t.co/QT2BprS8KK",captainoakers,Worcestershire,12/8/20 18:36
"So Ace is to be flogged with a lettuce leaf 
... https://t.co/dBo2T0lBBt",rinmor,Durban,12/8/20 18:36
@SHITL6RDVFL9WER join me,lettuce_lovers,your ass ~ they/it/xe,12/8/20 18:36
@FatherGod_ Lettuce pray ch 😩,TheRossYork,"Atlanta, GA",12/8/20 18:36
"I’m sure my neighbors are confused hearing my Christian worship music while smelling devils lettuce, I’m confused too buddy",cannamoma,California 🌻,12/8/20 18:36
@_Chipz_ Sighs. I'll have to ask @Walmart for some lettuce. I get nice fresh lettuce from walmart all the time. 24/… https://t.co/yZhcPeUfmt,Akisaysstfu,A: she/her/they  Noya: He/they,12/8/20 18:36
"@sofreshng Coconuts
Tomatoes 
Strawberry 
Red apple 
Grapes 
Green apple 
Banana 
Plum
Orange 
Carrot 
Sweet corn 
Lettuce 
 #SoFresh",sesedey,Coconut island,12/8/20 18:35
@KarlousM They don’t eat there.. only juicing and lettuce salads.,brown_shenika,the world,12/8/20 18:35
who allowed church songs to BOP,lettuce_lovers,your ass ~ they/it/xe,12/8/20 18:35
You'll buy the whole lettuce sandwich! but you'll only need the EDGE!,onlytheedge,,12/8/20 18:34
@AndyBurnhamGM @MattHancock What a wet lettuce! https://t.co/RVa2aGFUzc,addis5,Weymouth,12/8/20 18:34
"Try a sub with red onions, lettuce, pickles, shredded cheese, bacon and red wine vinaigrette on Italian bread 👌",SubSuggest,"Paris, France",12/8/20 18:34
"@sofreshng Apple, oranges, strawberry, plum, banana,grapes, carrots, cabbage, lettuce, coconut, sweet corn, tomatoes",bookieyomi,Global Village,12/8/20 18:33
@_Chipz_ do you have any lettuce I can borrow?,Akisaysstfu,A: she/her/they  Noya: He/they,12/8/20 18:33
"I just found out, after a lot of digging, that PFChangs owns 51% of the United States. I hope you enjoy lettuce wraps.",bananne81,"palm beach county, florida",12/8/20 18:33
Don't you ever just want some good lettuce............ I do.,Akisaysstfu,A: she/her/they  Noya: He/they,12/8/20 18:32
"@sofreshng Orange, Apple, Grapes, Strawberry, coconut, Carrot, cabbage, Sweet corn, plum, watermelon, banana, lettuce",ZAkinwande,,12/8/20 18:31
BK Employees before they step in the lettuce https://t.co/wYh389ENH2,BillySmilesXXL,Trash Dimension,12/8/20 18:31
All that baby need is a piece of lettuce and a pea. No formula. 😭 https://t.co/r7Gpe3yKWp,MiamiiPrincess,,12/8/20 18:31
This is a nice read about a woman succeeding in business while being true to herself and filling a market niche. Ve… https://t.co/MVIATXTdEc,PlateLsOrdinary,DC living-NY born-Philly soul,12/8/20 18:31
Why is fast food lettuce always so fuckin rancid..,saevrick,West Virginia,12/8/20 18:31
lettuce pray it's good https://t.co/i00R2dcsfQ https://t.co/kFkStsDYWV,repstyleours,he/him🏳️‍🌈,12/8/20 18:31
@CraftyAshley_ Chili is pretty healthy (try impossible meat too) and lettuce cups! A fun way to limit carbs and hav… https://t.co/AWIStXB1NF,smittyjaney,,12/8/20 18:30
RT @TANGERINEWAV: stream in 5!! https://t.co/Bqp2hjI5y9,lettuce_lovers,your ass ~ they/it/xe,12/8/20 18:30
"good morning! lettuce get into the holiday spirits! 

padoru made by @/nisehao_  ^^ https://t.co/JHJLA84ZcK",HKttyCatz,,12/8/20 18:30
"These grocery store bowl salads be like expiration in 10 days, you bust it open &amp; lettuce already turning brown 😡",RitaEsq,"Atlanta, GA",12/8/20 18:29
"FFAR’s Precision Indoor Plants Consortium Launches Initial Lettuce Project 
@FoundationFAR 
https://t.co/FwB0R50Yx5 via @urbanagnews",FSI_UF_IFAS,"Gainesville, FL",12/8/20 18:27
"The future of fresh is here.

#80acres #lettuce #eatgreen #futureoffresh #fresh #flavor #pesticidefree #local… https://t.co/Ucap1x1f1K",80AcresFarms,"Hamilton, Ohio",12/8/20 18:27
"@Jessrocks71 Mmm....bet that is good comfort food 😍
Have marinated chopped &amp; diced lamb in soy sauce, honey, cumin,… https://t.co/XIsW0F7JhK",BeefyJackMcBeef,"East Anglia, England",12/8/20 18:26
"@sofreshng Grapes, strawberries,  banana Apples, Carrot, Coconut, sweet corn, Lettuce, Cabbage, Tomatoes , Orange, watermelon",nwolisa_ozioma,,12/8/20 18:26
"Here’s what you can expect from the home deliveries! 

Some canned goods (fruit, beans, pasta sauce, salmon), a bag… https://t.co/zSJKv9gCBL",bachatitaa,tac,12/8/20 18:25
@tonyposnanski @jonathanvswan Sadly. And with a heavy heart. Roasted hummus on a mediterranean rice platter with le… https://t.co/BywLA0cSzN,brickyardd,"ÜT: 39.946383,-75.191298",12/8/20 18:24
"@JohnLukeNYC @McDonalds If you can ask for extra cheese, why can't you ask for extra bun so you can make your own b… https://t.co/SVu7TcEOsm",Esqxxx,"Sacramento, CA  916-320-3087",12/8/20 18:23
Beautiful Day and Beautiful lettuce and gardeners! 💚💚💚 https://t.co/lJeCaCcREX,readygrowgarden,"Texas, USA",12/8/20 18:22
don’t serve me soggy lettuce 🤷‍♂️ https://t.co/Te0T5A27cx,abspraragen,Coffee Shop,12/8/20 18:22
@DictatorsAlt Lettuce https://t.co/x9RWBf5c8T,zOOpygOOpert,,12/8/20 18:22
RT @growplantsgrow: Here you go @BadlyBehavedOne I agree #GrowYourOwn - here’s my lettuce on the kitchen windowsill (for those of us withou…,jobutlerthomas,. N.Wales,12/8/20 18:20
@That_boyDavid You could make it healthy. Wrap them in lettuce instead of bread,theScruggles_,"Dallas, TX",12/8/20 18:20
JUMBO Iceberg Lettuce on special at Lococo's for $1.99 EA until Dec. 13th.  Enjoy that crunch! https://t.co/oT3GQn421H,lococos,"Ontario, Canada",12/8/20 18:19
"@qcm_p SIGN HIM!!! 🚨🚨 NEW SINGLE 🚨🚨 

🗣 Snacks ▶️ MY PROBLEM 🔊 https://t.co/KeI0ykoMes 
(( Drop some lettuce 🥬 on y… https://t.co/9CB1uHfY7C",MzMolulu,United States,12/8/20 18:19
"@LILUZIVERT 🚨🚨 NEW SINGLE 🚨🚨 

🗣 Snacks ▶️ MY PROBLEM 🔊 https://t.co/KeI0ykoMes 
(( Drop some lettuce 🥬 on your tac… https://t.co/YEbmUsuM9V",MzMolulu,United States,12/8/20 18:18
@taylorswift13 @AlexJSuskind @EW @StellaMcCartney LETTUCE CLOWN AGAIN... wait.... does it mean what I think it mean… https://t.co/PiP9fMWVbj,swiftie2471,,12/8/20 18:18
i want lettuce bro,4NGELlX,➼ (❁´▽`❁)*✲ﾟ* ♡ MINOR (14+),12/8/20 18:18
@luhancals But it has like only 7 cals per a whole cup (like lettuce),sk3l3t0ne,,12/8/20 18:17
"@yrc1008 🚨🚨 NEW SINGLE 🚨🚨 

🗣 Snacks ▶️ MY PROBLEM 🔊 https://t.co/KeI0ykoMes 
(( Drop some lettuce 🥬 on your taco 🌮… https://t.co/5TTqhVtXI6",MzMolulu,United States,12/8/20 18:17
"Weed Is NOT ""the devil's Lettuce"". Don't Believe the Hype.",WhereIsJLove,"𝕷𝖔𝖘 𝕬𝖓𝖌𝖊𝖑𝖊𝖘,CA;eARTh",12/8/20 18:17
whats up with nintendo and why is everyone mad??,lettuce_lovers,your ass ~ they/it/xe,12/8/20 18:16
Just finished my tea with Niall and found this in my bowl of supposedly “pre washed” shredded lettuce from @AldiUK… https://t.co/Uu8h5JLeJS,ellie_debono,"Manchester, England",12/8/20 18:16
"📷 Introducing our Smash Burger!!!! Get a quarter pound patty, grilled to perfection with crisp edges, served on a f… https://t.co/rIrGM85ydp",TMosEats,"Bethalto, IL",12/8/20 18:16
@ThomasRose26 @Brandon14579618 can you snag some for hepcats locker room please we only have lettuce and granola ba… https://t.co/P1jKH0HD7R,andrewsmcroids,"Funkytown, USA",12/8/20 18:16
"Me and the fam doing Secret Santa and I honestly wish I could’ve written down  

* WeedMaps Gift Card
* Stiiizy Gif… https://t.co/Nev5iRpQdh",ANMLDeLaRosa,,12/8/20 18:15
"bro throw back to when i was in art class and some girls were talking abt tiktok and i was evsdropping, and one of… https://t.co/v4LO8GAEtZ",lettuce_lovers,your ass ~ they/it/xe,12/8/20 18:15
"@julia65impeach @funder Turkey. Nothing else. Just turkey. 
OK, maybe some rye pumpernickel with lettuce, mayo and cranberry sauce.",stretchlimo5,"Satsuma, FL Formerly PA",12/8/20 18:15
"So, I cut lettuce this morning for my ceaser salad at lunch.
Then we got Taco Bell instead at work.
That still coun… https://t.co/5PwwFdFC0G",imJanko,,12/8/20 18:14
@beomgyuIover lettuce😭,hrryctrl,"choose your words 'cause there's no antidote for this curse oh, what's it waiting for? must this hurt you just before you go",12/8/20 18:14
"About to make a nice bacon, lettuce and tomato sandwich",queen_toinette,Searching for peace of mind ,12/8/20 18:13
@mugshawtys Omg not the devils lettuce. Throw this monster away and swallow the key,D_Mason85,Canada,12/8/20 18:13
"RT @McDonalds: @SDPT11 You can always still order a Quarter Pounder with Cheese and add Lettuce and Bacon, French Fries, Tangy Barbeque Sau…",iamcumpe,,12/8/20 18:13
"We found the perfect space in May 2019.

Thankfully the @isurpark had it—we like high ceilings and room to grow.

W… https://t.co/88LEQbL8CI",nebullam,"Ames, IA",12/8/20 18:13
@EmmyLocke Lettuce pray no other plants die. ☠,SheLovesThe80s_,,12/8/20 18:13
"@FinJCam Number fifteen, Burger King floor lettuce, the last thing you want on your Buger King burger is the dirt o… https://t.co/bmvqKPm3f8",OhHeyItsYaBoi3,,12/8/20 18:13
"RT @marsuG13: /pretend samgyup/

sz: /uses the post-it as a lettuce wrap/ you put the meat here
jh: oh (i was thinking) the same thing
sz:…",temptationsuz,...,12/8/20 18:13
@licensed_TOill Lettuce pray!! Come here let me hug you! Don't fight me! Just let it happen tink!😂🤣,SweetSAVAGE,Drunk at the reception,12/8/20 18:13
"Just overheard this lady say she LOVES Mexican food but doesn’t like rice, beans, lettuce, sour cream, guacamole or tomatoes. Like??😂😂",_andrexmc_,Anywhere but America,12/8/20 18:13
@MrAndyNgo It was a gun sandwich. A 357MG on toasted rye with lettuce &amp; tomato and a dab of mayo.,borschtbelt1961,United States,12/8/20 18:12
"Our baby red &amp; green leaf lettuce gets fresh and festive with cranberries, pears, and an orange-balsamic dressing.… https://t.co/1IyPagJodt",LittleLeafFarms,"Fort Devens, MA",12/8/20 18:12
"Unsurprisingly the man suggesting this looks like a wet lettuce. Quite politely, the teachers might be having a rou… https://t.co/x8a4CzC54u",Callumundo,London,12/8/20 18:11
"I am going to harvest my own spleen, breed it with a head of lettuce, and then beat you with it for making me read this with my own two eyes",jettwinsbot,,12/8/20 18:11
RT @AurosePPT: I destroy perfectly fine people with 6-Chains (gone wrong) Swap is cool https://t.co/ZBJJSIoEtx,PK_Lettuce,,12/8/20 18:11
Well I came home to drop the lettuce off. But I'm just trying to workout if I can be bothered to go out again. Mmm.,CKDuclyn,"Norwich, England",12/8/20 18:11
"RT @slonej75: If romaine lettuce sees The Happening, we’re all fucked.",RunOldMan,"Virginia, USA",12/8/20 18:10
@ItsJoko link?,lettuce_lovers,your ass ~ they/it/xe,12/8/20 18:10
"RT @ItsJoko: After grinding YouTube for almost 8 years, my most successful video on my original account is a clip of me saying PENIS.....",lettuce_lovers,your ass ~ they/it/xe,12/8/20 18:10
@LeonMFGC Because doom eternal was actually optimized correctly rather than just slapping some stuff together in unity,pasta_lettuce,,12/8/20 18:10
"@nepalicook That's the secret - layer one 
1. Slices of chicken sausage 
2. Slices of tomato
3. Lettuce 
4. Fried e… https://t.co/uF7p9XgBUy",kandelnirmal,"Geneva, Switzerland",12/8/20 18:09
what r Asian foods/snacks that taste like fruit or are pretty savory,nerdksj,"your heart, she/her",12/9/20 0:18
"RT @UFWupdates: Imelda shared a video of the kiwi harvest in Kern County CA. Working 6 days a week, 9 hours a day, Imelda and her coworkers…",55_cinco,,12/9/20 0:18
"@MothyEnby @thepopeofmusic Jujube fruit
Kiwi fruit
Kumquat
Lemon
Lime
Longan
Loquat
Lychee
Mandarin
Mango
Mangostee… https://t.co/Oi3kMESX22",pablothecatsnek,,12/9/20 0:18
RT @choycebrown: mango is the best fruit,aquatic_allure,"Atlanta, GA based ",12/9/20 0:18
"@Annakhait In order to keep our immune system strong, we need to supplement God’s medicine, herbs.  Herbs like Sea… https://t.co/NNu2inMdDP",garcia_prov36,,12/9/20 0:18
RT @choycebrown: mango is the best fruit,_AsharK,she/her,12/9/20 0:18
"RT @fentyfairies: fruit shaped bus stops in konagai, japan https://t.co/uuqqx4DsH7",salxhuynh,,12/9/20 0:18
"RT @pablothecatsnek: @MothyEnby @thepopeofmusic Acerola
Apple
Apricot
Avocado
Banana
Blackberry
Blackcurrant
Blueberry
Breadfruit
Cantaloup…",MothyEnby,Moth/Moth,12/9/20 0:18
RT @choycebrown: mango is the best fruit,gypsythaiz,,12/9/20 0:18
"@SinisterNails @CajunKilljoy It’s a small, neighborhood grocery store and about only 6 aisles in total. It’s Louisi… https://t.co/5s5WI7T186",Adrienne_Fox,"Washington, DC",12/9/20 0:18
@Ramen_102 That's a good thing,gh0st_fruit,,12/9/20 0:18
"RT @UFWupdates: Imelda shared a video of the kiwi harvest in Kern County CA. Working 6 days a week, 9 hours a day, Imelda and her coworkers…",olivieri206,,12/9/20 0:18
RT @choycebrown: mango is the best fruit,kennnediiii,houston,12/9/20 0:18
People sleep on pomegranate. It’s a top tier fruit,_taraik,843 | 336,12/9/20 0:18
RT @choycebrown: mango is the best fruit,LuceroVCas,"Austin, TX",12/9/20 0:18
RT @choycebrown: mango is the best fruit,_axrg,Long Island,12/9/20 0:18
RT @realTuckFrumper: A neurotoxic insecticide sprayed on corn and fruit remains legal thanks to Trump’s EPA https://t.co/hnGyMPDPt2,mlupoli,,12/9/20 0:18
"RT @UFWupdates: Imelda shared a video of the kiwi harvest in Kern County CA. Working 6 days a week, 9 hours a day, Imelda and her coworkers…",reyoutwest,Texas,12/9/20 0:18
RT @AbiyAhmedAli: The avocado and banana seedlings we planted as part of last year’s #GreenLegacy initiative are progressing well. No doubt…,FantayeGunning,,12/9/20 0:18
RT @EckTOLLEQuotes: Do not be concerned with the fruit of your action - just give attention to the action itself. The fruit will come of it…,SoulfulJazzy,,12/9/20 0:18
"RT @fentyfairies: fruit shaped bus stops in konagai, japan https://t.co/uuqqx4DsH7",MicaPequenina,Saturno 🪐,12/9/20 0:18
@ALDubFTnQT @TropALDUBCAVITE @wengcookie @ellina_gen @elekmyco @xinempl @mhellopez19 @Traifalgar1462 @MaElenaNieto… https://t.co/4zMwMOlt4B,EdithGo19841723,Quezon City,12/9/20 0:18
"@BINNlEBUG Also fruit yogurt (blueberry), chocopie, Oreos peanut butter, and spicy crisps.",SabrinaMallick,Pits of Hell,12/9/20 0:17
@Sheepsquad42 @notyourgrammma La Croix tastes like someone sucked on a  piece of fruit and then blew into a can of carbonated water.,KailoRen14,your moms house,12/9/20 0:17
RT @choycebrown: mango is the best fruit,justinhawking,Winchestertonfieldville,12/9/20 0:17
"ghosts are a kind of stickiness on a place, a sort of fingers after fruit",AlienVulva,,12/9/20 0:17
RT @choycebrown: mango is the best fruit,blueorblackk,,12/9/20 0:17
@NBCPhiladelphia @RosemaryConnors Is this on Wharton? I drove past this morning and they were setting up tables wit… https://t.co/DbRVnafDqZ,CZhivago,"Philadelphia, PA",12/9/20 0:17
RT @choycebrown: mango is the best fruit,klomartinez,"Chicago, IL",12/9/20 0:17
RT @choycebrown: mango is the best fruit,Mayor___,Promise Land for the O.G's,12/9/20 0:17
RT @choycebrown: mango is the best fruit,kpulll,Mostly NYC,12/9/20 0:17
RT @CharlesWoodson: Walked into @lakenonagcc for takeout and walked right in to a #hundredacre wine tasting with @nicklit24 .. Outstanding…,rudedogreyes,"Clovis, CA",12/9/20 0:17
RT @timberl81149364: Knowledge is knowing that tomato is a fruit . Wisdom is knowing not to put it in a fruit salad .…,myben111899,,12/9/20 0:17
@UncleKizaru Can you Gift me A fruit Notifier Please Im Your Big fan,Tristan06948514,,12/9/20 0:17
"RT @9lili97: 真果粒 yogurt milk drink updated their Weibo with Lisa! Yogurt milk Flower and fruit dances with LISA!

I vote #LISA from #BLACKP…",dre_621,"Jackson, Tn",12/9/20 0:17
RT @realTuckFrumper: A neurotoxic insecticide sprayed on corn and fruit remains legal thanks to Trump’s EPA https://t.co/hnGyMPDPt2,missjoy1965,S.E. United States,12/9/20 0:17
RT @choycebrown: mango is the best fruit,trevofev,"PG, MD",12/9/20 0:17
RT @choycebrown: mango is the best fruit,izamaaar13,,12/9/20 0:17
RT @choycebrown: mango is the best fruit,AllHailMoii,409👑,12/9/20 0:17
"Ya know what. Im so into it, Im literally a Germophobe and Im not even as paranoid about this virus as most people.… https://t.co/8d0hGPvDQD",PuggySharps,,12/9/20 0:17
@vocaljinist @sunniseok BIG FRUIT???,bubblyhops,she/her ☾,12/9/20 0:17
RT @choycebrown: mango is the best fruit,saadmoneyy,atlanta,12/9/20 0:17
I love fruit and vegetables,PrettyMykel_,,12/9/20 0:17
RT @choycebrown: mango is the best fruit,TylaarLanee,"Converse, TX",12/9/20 0:17
RT @choycebrown: mango is the best fruit,anjhlka,,12/9/20 0:17
"@swymsuyt Mine is super lame lol. My friend had a tumblr that was peachy panda, and I'm like 'wanna make a similar… https://t.co/qZX4hQ0Tbw",LemurNaughty,,12/9/20 0:17
@ScottAdamsSays Political at its worst on both Trump and Nancy  add Mitch in there too. Bipartisan is what is missi… https://t.co/yPZwMEfPQJ,tim_fruit,Bowling Green ky,12/9/20 0:17
Walked into @lakenonagcc for takeout and walked right in to a #hundredacre wine tasting with @nicklit24 .. Outstand… https://t.co/Q3WFPnWhiE,CharlesWoodson,,12/9/20 0:17
Moe Tay got me hip to this clear fruit water joint was bomb asf,RealFatChick,,12/9/20 0:17
tfw I'm eating fruit with seeds #firstworldproblems,firstworldbot,The First World,12/9/20 0:17
RT @choycebrown: mango is the best fruit,anvelozz,,12/9/20 0:17
